R_fighter,B_fighter,Referee,date,location,Winner,title_bout,weight_class,B_avg_KD,B_avg_opp_KD,B_total_time_fought(seconds),B_total_rounds_fought,B_total_title_bouts,B_current_win_streak,B_current_lose_streak,B_longest_win_streak,B_wins,B_losses,B_draw,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_Stance,B_Height_cms,B_Weight_lbs,R_avg_KD,R_avg_opp_KD,R_total_time_fought(seconds),R_total_rounds_fought,R_total_title_bouts,R_current_win_streak,R_current_lose_streak,R_longest_win_streak,R_wins,R_losses,R_draw,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_Stance,R_Height_cms,R_Weight_lbs,B_age,R_age
Andre Fili,Charles Jourdain,Chris Tognoni,6/13/2020,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,1,0.5,736,5,0,0,1,1,1,1,0,0,0,0,1,0,0,Switch,175.26,145,0.270507813,0.126953125,719.7299805,34,0,1,0,2,8,6,0,0,1,4,3,0,0,Orthodox,180.34,145,24,29
Jordan Espinosa,Mark De La Rosa,Herb Dean,6/13/2020,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0,0.75,710.40625,15,0,0,1,2,2,4,0,0,1,0,0,1,0,Orthodox,167.64000000000001,135,0,0,322.25,5,0,1,0,1,1,2,0,0,0,1,0,0,0,Orthodox,167.64000000000001,125,25,30
Karl Roberson,Marvin Vettori,Dan Miragliotta,6/13/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Middleweight,0,0,890.15625,19,0,1,0,2,4,3,0,0,0,3,0,1,0,Southpaw,182.88,185,0.125,0,742.6875,12,0,1,0,2,4,2,0,0,1,1,0,2,0,Southpaw,185.42,185,26,29
Charles Rosa,Kevin Aguilar,Mark Smith,6/13/2020,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0.125,1.25,550.5,10,0,2,0,2,2,2,0,0,0,2,0,0,0,Orthodox,170.18,155,0,0.1875,693.609375,19,0,0,1,1,3,4,0,0,0,1,0,2,0,Switch,175.26,145,31,33
Jessica Eye,Cynthia Calvillo,Herb Dean,6/13/2020,"Las Vegas, Nevada, USA",Blue,FALSE,WomenFlyweight,0,0,811.375,17,0,3,0,3,5,2,0,0,0,2,0,3,0,Orthodox,162.56,125,0,0.251953125,756.0019531,34,1,0,2,3,5,7,0,0,2,2,0,0,1,Orthodox,167.64000000000001,125,32,33
Julia Avila,Gina Mazany,Chris Tognoni,6/13/2020,"Las Vegas, Nevada, USA",Red,FALSE,WomenBantamweight,0,0.5,401.25,8,0,0,1,1,1,3,0,0,0,1,0,0,0,Southpaw,167.64000000000001,125,1,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,170.18,135,31,32
Cody Stamann,Brian Kelleher,Mark Smith,6/6/2020,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0.515625,0.125,409.03125,15,0,1,0,2,5,3,0,0,0,1,2,2,0,Switch,167.64000000000001,145,0,0,852.75,17,0,3,0,3,4,2,0,0,2,2,0,0,0,Orthodox,167.64000000000001,145,33,30
Eddie Wineland,Sean O'Malley,Herb Dean,6/6/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,0,0,511,7,0,3,0,3,3,0,0,0,0,2,1,0,0,Switch,180.34,135,1.161621094,0.009765625,685.4521484,31,1,0,2,2,6,7,0,0,1,0,5,0,0,Orthodox,170.18,135,25,35
Alex Caceres,Chase Hooper,Keith Peterson,6/6/2020,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0,0,274,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Southpaw,185.42,145,0.03527832,0.063541412,695.5932941436768,55,0,0,2,2,10,11,0,0,3,4,0,2,1,Southpaw,177.8,145,20,31
Raphael Assuncao,Cody Garbrandt,Keith Peterson,6/6/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,0.31640625,1.25,373.0859375,18,3,6,0,6,6,3,0,0,0,2,4,0,0,Orthodox,172.72,135,0.06262207,0.250061035,712.0203857421875,39,0,0,1,7,11,4,0,0,3,5,2,1,0,Orthodox,165.1,135,28,37
Amanda Nunes,Felicia Spencer,Herb Dean,6/6/2020,"Las Vegas, Nevada, USA",Red,TRUE,WomenFeatherweight,0,0,384.5,5,0,1,0,1,2,1,0,0,0,0,1,1,0,Orthodox,167.64000000000001,145,0.502929688,0,957.1694336,29,7,2,0,10,12,1,0,0,1,2,7,2,0,Orthodox,172.72,145,29,32
Aljamain Sterling,Cory Sandhagen,Chris Tognoni,6/6/2020,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0.1875,0,756.9375,11,0,5,0,5,5,0,0,0,1,1,2,1,0,Switch,180.34,135,0,0.0703125,826.2851563,35,0,4,0,4,10,3,0,0,0,6,1,3,0,Orthodox,170.18,135,28,30
Neil Magny,Anthony Rocco Martin,Mark Smith,6/6/2020,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0.0625,0,878.1481934,38,0,0,2,4,9,5,0,0,0,5,1,3,0,Orthodox,182.88,170,0.1250152587890625,0.51953125,834.0520601272583,55,0,1,0,7,15,6,0,0,1,8,5,1,0,Orthodox,190.5,170,30,32
Ian Heinisch,Gerald Meerschaert,Chris Tognoni,6/6/2020,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0.5078125,0.015625,759.7070313,21,0,2,0,2,6,4,0,0,0,0,1,5,0,Southpaw,185.42,185,0.125,0,900,12,0,2,0,2,2,2,0,0,0,2,0,0,0,Orthodox,180.34,185,32,31
Charles Byrd,Maki Pitolo,Herb Dean,6/6/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Middleweight,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,177.8,185,0,0.75,187.75,4,0,1,0,1,1,2,0,0,0,0,0,1,0,Orthodox,177.8,185,29,36
Evan Dunham,Herbert Burns,Chris Tognoni,6/6/2020,"Las Vegas, Nevada, USA",Blue,FALSE,CatchWeight,1,0,163,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,175.26,145,3.814697265625e-06,0.8809242248535156,509.6755199432373,49,0,4,0,4,11,9,0,0,3,5,1,1,1,Southpaw,177.8,155,32,38
Alonzo Menifield,Devin Clark,Mark Smith,6/6/2020,"Las Vegas, Nevada, USA",Blue,FALSE,LightHeavyweight,0.06640625,0.06640625,730.4257813,21,0,0,1,2,5,4,0,0,0,5,0,0,0,Orthodox,182.88,205,0.5,0,217.5,2,0,2,0,2,2,0,0,0,0,0,2,0,0,Orthodox,182.88,205,30,32
Jussier Formiga,Alex Perez,Keith Peterson,6/6/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Flyweight,0.0625,0,389.0625,11,0,3,0,3,5,1,0,0,0,2,1,2,0,Orthodox,167.64000000000001,125,0.032226563,0.250244141,805.4690551757812,37,0,0,1,4,9,6,0,0,0,6,0,3,0,Orthodox,165.1,125,28,35
Blagoy Ivanov,Augusto Sakai,Jason McCoy,5/30/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Heavyweight,0.5,0,465.25,7,0,3,0,3,3,0,0,0,1,0,2,0,0,Orthodox,190.5,265,0.25,0,975,14,0,0,1,2,2,2,0,0,0,2,0,0,0,Southpaw,180.34,250,29,33
Jamahal Hill,Klidson Abreu,Herb Dean,5/30/2020,"Las Vegas, Nevada, USA",Draw,FALSE,LightHeavyweight,0,0.25,900,9,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,182.88,205,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Southpaw,193.04,205,27,29
Mackenzie Dern,Hannah Cifers,Jason Herzog,5/30/2020,"Las Vegas, Nevada, USA",Red,FALSE,WomenStrawweight,0.125,0,673.125,10,0,0,1,2,2,2,0,0,1,1,0,0,0,Orthodox,154.94,115,0.25,0.25,711.75,7,0,2,0,2,2,1,0,0,1,0,0,1,0,Orthodox,162.56,115,27,27
Katlyn Chookagian,Antonina Shevchenko,Chris Tognoni,5/30/2020,"Las Vegas, Nevada, USA",Red,FALSE,WomenFlyweight,0,0,640,8,0,1,0,1,2,1,0,0,0,1,0,1,0,Southpaw,172.72,125,0.00390625,0,781.5,27,1,1,0,3,6,3,0,0,1,5,0,0,0,Orthodox,175.26,125,35,31
Tyron Woodley,Gilbert Burns,Herb Dean,5/30/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Welterweight,0.54296875,0.032226563,487.5958251953125,31,0,3,0,5,11,3,0,0,0,4,3,4,0,Orthodox,177.8,170,0.490478516,0,1229.739258,37,6,1,0,3,9,4,0,1,1,1,5,1,0,Orthodox,175.26,170,33,38
Roosevelt Roberts,Brok Weaver,Herb Dean,5/30/2020,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,242,1,0,1,0,1,1,0,0,0,0,0,0,0,0,Southpaw,182.88,155,0,0,823.75,10,0,2,0,2,3,1,0,0,0,2,0,1,0,Orthodox,187.96,155,28,26
Billy Quarantillo,Spike Carlyle,Mark Smith,5/30/2020,"Las Vegas, Nevada, USA",Red,FALSE,CatchWeight,0,0,85,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Switch,172.72,145,0,0,498,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,177.8,145,27,31
Louis Smolka,Casey Kenney,Chris Tognoni,5/30/2020,"Las Vegas, Nevada, USA",Blue,FALSE,Bantamweight,0,0,900,9,0,2,0,2,2,1,0,0,0,2,0,0,0,Southpaw,170.18,140,0.500488281,0.188476563,348.8916016,30,0,1,0,4,7,6,0,0,0,2,3,2,0,Orthodox,175.26,135,29,28
Chris Gutierrez,Vince Morales,Jason Herzog,5/30/2020,"Las Vegas, Nevada, USA",Red,FALSE,Featherweight,0.5,0,900,9,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,170.18,145,0,0,813,8,0,0,1,2,2,1,0,0,1,1,0,0,0,Orthodox,175.26,145,29,29
Dan Ige,Edson Barboza,Jason Herzog,5/16/2020,"Jacksonville, Florida, USA",Red,FALSE,Featherweight,0.14080429077148438,0.2500648498535156,712.7557973861694,55,0,4,0,4,14,8,0,1,1,5,7,0,0,Orthodox,180.34,145,0.375,0,770.5625,14,0,0,1,5,5,1,0,0,1,2,1,1,0,Orthodox,170.18,145,34,28
Claudia Gadelha,Angela Hill,Keith Peterson,5/16/2020,"Jacksonville, Florida, USA",Red,FALSE,WomenStrawweight,0.000610352,0,783.3835449,37,0,1,0,3,7,7,0,0,0,5,1,0,1,Orthodox,160.02,115,0.0078125,0.001953125,882.28125,30,1,1,0,2,6,4,0,0,1,4,0,1,0,Orthodox,162.56,115,35,31
Anthony Hernandez,Kevin Holland,Michael Cardoso,5/16/2020,"Jacksonville, Florida, USA",Blue,FALSE,Middleweight,0,0,705.5625,14,0,0,1,3,3,2,0,0,1,1,0,1,0,Orthodox,190.5,185,0,0,473,4,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,182.88,185,27,26
Eryk Anders,Krzysztof Jotko,Herb Dean,5/16/2020,"Jacksonville, Florida, USA",Blue,FALSE,Middleweight,0.0703125,0.1875,844.3452148,32,0,1,0,5,8,4,0,0,2,5,1,0,0,Southpaw,185.42,185,0.34765625,0.5,696.0703125,25,0,2,0,2,5,4,0,0,1,1,3,0,0,Southpaw,185.42,185,30,33
Matt Brown,Miguel Baeza,Jason Herzog,5/16/2020,"Jacksonville, Florida, USA",Blue,FALSE,Welterweight,1,0,452,2,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,187.96,170,0.3762540817260742,0.377441406,485.8142012357712,56,0,1,0,7,15,10,0,0,0,2,11,2,0,Orthodox,182.88,170,27,39
Alistair Overeem,Walt Harris,Dan Miragliotta,5/16/2020,"Jacksonville, Florida, USA",Red,FALSE,Heavyweight,0.825683594,0.000244141,182.9958496,22,0,0,3,2,6,7,0,0,0,0,6,0,0,Southpaw,195.57999999999998,250,0.2647857666015625,0.5475311279296875,926.0563201904297,35,1,1,0,4,10,7,0,1,0,2,7,0,0,Orthodox,193.04,265,36,39
Song Yadong,Marlon Vera,Dan Miragliotta,5/16/2020,"Jacksonville, Florida, USA",Red,FALSE,Featherweight,0.221679688,0,603.2419434,31,0,0,1,5,9,4,0,0,0,1,4,4,0,Switch,172.72,135,0.375,0,646.9375,10,0,4,0,4,4,1,0,0,0,1,2,1,0,Orthodox,172.72,145,27,22
Cortney Casey,Mara Romero Borella,Michael Cardoso,5/16/2020,"Jacksonville, Florida, USA",Red,FALSE,WomenFlyweight,0,0.75,806.125,13,0,1,0,1,2,3,0,0,1,0,0,1,0,Orthodox,167.64000000000001,125,0,0.001953125,892.203125,26,0,0,2,2,4,6,0,0,1,1,1,1,0,Orthodox,170.18,125,33,33
Darren Elkins,Nate Landwehr,Herb Dean,5/16/2020,"Jacksonville, Florida, USA",Blue,FALSE,Featherweight,0,1,163,1,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,175.26,145,0.015655518,1.250061035,856.9726686477661,54,0,1,0,6,14,7,0,0,2,8,3,1,0,Orthodox,177.8,145,31,36
Rodrigo Nascimento,Don'Tale Mayes,Dan Miragliotta,5/16/2020,"Jacksonville, Florida, USA",Red,FALSE,Heavyweight,0,1,886,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,198.12,260,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,187.96,246,28,27
Ben Rothwell,Ovince Saint Preux,Dan Miragliotta,5/13/2020,"Jacksonville, Florida, USA",Red,FALSE,Heavyweight,0.015716553,0.219726563,492.5466957092285,45,1,4,0,4,12,8,0,1,0,1,5,5,0,Southpaw,190.5,205,0.512695313,0,753.4262695,31,0,0,1,4,7,6,0,0,0,1,4,2,0,Orthodox,193.04,265,37,38
Gabriel Benitez,Omar Morales,Dan Miragliotta,5/13/2020,"Jacksonville, Florida, USA",Blue,FALSE,Lightweight,1,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,180.34,145,0.28125,0.515625,332.34375,17,0,2,0,2,5,3,0,0,0,2,1,2,0,Southpaw,172.72,155,34,31
Anthony Smith,Glover Teixeira,Jason Herzog,5/13/2020,"Jacksonville, Florida, USA",Blue,FALSE,LightHeavyweight,0.002037048,0.16015625,694.0576248168945,41,1,5,0,5,13,5,0,0,1,2,4,5,1,Orthodox,187.96,205,0.107421875,0.03125,1036.636719,31,1,0,1,3,8,4,0,0,0,1,5,2,0,Orthodox,193.04,205,40,31
Michael Johnson,Thiago Moises,Keith Peterson,5/13/2020,"Jacksonville, Florida, USA",Blue,FALSE,Lightweight,0,0.5,900,9,0,0,1,1,1,2,0,0,0,1,0,0,0,Orthodox,175.26,155,0.004193306,0.25000762939453125,864.9305219650269,56,1,0,1,4,11,11,0,0,1,6,4,0,0,Southpaw,177.8,155,25,33
Alexander Hernandez,Drew Dober,Herb Dean,5/13/2020,"Jacksonville, Florida, USA",Blue,FALSE,Lightweight,0.77734375,0,218.0463867,27,0,0,2,3,8,6,0,0,0,3,4,1,0,Southpaw,172.72,155,0.125,0.25,698.5,9,0,2,0,2,3,1,0,0,0,2,1,0,0,Orthodox,175.26,155,31,27
Sijara Eubanks,Sarah Moras,Michael Cardoso,5/13/2020,"Jacksonville, Florida, USA",Red,FALSE,WomenBantamweight,0,0.125,685.71875,18,0,1,0,1,3,4,0,0,0,1,1,1,0,Orthodox,170.18,135,0.125,0,900,12,0,2,0,2,2,2,0,0,0,2,0,0,0,Orthodox,162.56,135,32,35
Hunter Azure,Brian Kelleher,Jason Herzog,5/13/2020,"Jacksonville, Florida, USA",Blue,FALSE,Featherweight,0.03125,0.25,298.0625,13,0,1,0,2,4,3,0,0,0,1,1,2,0,Switch,167.64000000000001,145,0,0,900,3,0,1,0,1,1,0,0,0,0,1,0,0,0,Orthodox,172.72,145,33,28
Carla Esparza,Michelle Waterson,Dan Miragliotta,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,WomenStrawweight,0,0.015625,1186.664063,23,0,2,0,3,5,3,0,0,1,2,0,2,0,Orthodox,160.02,115,0,0,895.5371094,29,2,1,0,2,6,4,0,1,0,4,0,1,0,Orthodox,154.94,115,34,32
Anthony Pettis,Donald Cerrone,Keith Peterson,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,Welterweight,0.1687640594318509,0.7531738691031933,288.7767323802691,72,1,4,0,8,23,11,0,0,0,7,10,6,0,Orthodox,185.42,155,0.1875457763671875,0.25390625,575.9144134521484,45,4,0,1,5,9,9,0,0,1,1,3,4,0,Orthodox,177.8,155,37,33
Aleksei Oleinik,Fabricio Werdum,Herb Dean,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,Heavyweight,0.098144531,0.519683838,980.3258666992188,40,3,0,1,6,11,5,0,0,0,4,4,3,0,Orthodox,193.04,231,0.008789063,0.3984375,360.6396484,16,0,2,0,2,7,4,0,0,0,0,1,6,0,Orthodox,187.96,240,42,42
Jeremy Stephens,Calvin Kattar,Jason Herzog,5/9/2020,"Jacksonville, Florida, USA",Blue,FALSE,Featherweight,0.40625,0,647,14,0,2,0,2,4,2,0,0,0,1,3,0,0,Orthodox,180.34,145,0.088394647,0.093753874,615.9237646590918,83,0,0,1,3,15,17,0,0,1,6,7,0,1,Orthodox,175.26,145,32,33
Tony Ferguson,Justin Gaethje,Herb Dean,5/9/2020,"Jacksonville, Florida, USA",Blue,TRUE,Lightweight,0.875,0.03125,280.28125,12,0,1,0,3,4,2,0,0,0,0,4,0,0,Orthodox,180.34,155,0.008331299,0.283325195,680.1625366210938,35,2,3,0,12,15,1,0,0,1,3,3,6,2,Orthodox,180.34,155,31,36
Francis Ngannou,Jairzinho Rozenstruik,Dan Miragliotta,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,Heavyweight,1,0,800.625,9,0,4,0,4,4,0,0,0,0,0,4,0,0,Orthodox,193.04,242,0.649414063,0,154.7509766,19,1,6,0,6,9,2,0,0,0,0,7,1,1,Orthodox,193.04,250,32,33
Henry Cejudo,Dominick Cruz,Keith Peterson,5/9/2020,"Jacksonville, Florida, USA",Red,TRUE,Bantamweight,0.25,1,1410.0625,26,5,5,0,5,5,1,0,0,1,3,1,0,0,Orthodox,172.72,135,0.297851563,0.0078125,729.8203125,30,4,4,0,5,9,2,0,0,2,4,3,0,0,Orthodox,162.56,135,35,33
Vicente Luque,Niko Price,Jason Herzog,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,Welterweight,0.880859375,0.072265625,232.3710938,15,0,1,0,2,6,4,0,0,0,0,4,2,0,Orthodox,182.88,170,0.245117188,0.5625,779.6467285,25,0,0,1,6,10,3,0,0,1,0,6,3,0,Orthodox,180.34,170,30,28
Greg Hardy,Yorgan De Castro,Herb Dean,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,Heavyweight,1,0,130,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,182.88,250,0,0,717.0625,10,0,0,1,2,2,3,0,0,0,0,2,0,0,Orthodox,195.57999999999998,265,33,31
Ryan Spann,Sam Alvey,Dan Miragliotta,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,LightHeavyweight,0.1260223388671875,0.375,629.4266662597656,38,0,0,1,4,10,8,0,0,2,2,5,1,0,Southpaw,187.96,205,0.25,0,467.25,6,0,3,0,3,3,0,0,0,0,1,1,1,0,Orthodox,195.57999999999998,205,34,28
Bryce Mitchell,Charles Rosa,Keith Peterson,5/9/2020,"Jacksonville, Florida, USA",Red,FALSE,Featherweight,0,0.375,487.21875,16,0,0,1,1,3,3,0,0,0,1,0,2,0,Switch,175.26,145,0,0,580,7,0,3,0,3,3,0,0,1,0,1,0,1,0,Southpaw,177.8,145,33,25
Amanda Ribas,Randa Markos,Camila Albuquerque,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,FALSE,WomenStrawweight,0,0,819.2773438,35,0,0,1,1,6,7,0,0,2,3,0,1,0,Orthodox,162.56,115,0,0,665,5,0,2,0,2,2,0,0,0,0,1,0,1,0,Orthodox,160.02,125,34,26
Jussier Formiga,Brandon Moreno,Eduardo Herdy,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,FALSE,Flyweight,0.28125,0.015625,914.609375,20,0,3,0,3,4,3,0,0,1,1,0,2,0,Orthodox,170.18,125,0.064453125,0.500488281,710.9381103515625,34,0,0,1,4,9,5,0,0,0,6,0,3,0,Orthodox,165.1,125,26,34
Renato Moicano,Damir Hadzovic,Eduardo Herdy,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,FALSE,Lightweight,0.15625,0.03125,750.46875,15,0,0,1,2,3,3,0,0,1,0,2,0,0,Orthodox,175.26,155,0.125,0.5,252.546875,18,0,3,0,3,5,3,0,0,2,1,0,2,0,Orthodox,180.34,155,33,30
Elizeu Zaleski dos Santos,Aleksei Kunchenko,Osiris Maia,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,FALSE,Welterweight,0,0,900,9,0,2,0,2,2,1,0,0,0,2,0,0,0,Orthodox,172.72,170,0.1875,1.5625,601.2929688,22,0,0,1,7,7,2,0,0,1,2,3,1,0,Orthodox,180.34,170,35,33
Johnny Walker,Nikita Krylov,Mike Beltran,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,FALSE,LightHeavyweight,0.035644531,0.001953125,658.3071289,20,0,0,1,5,7,5,0,0,0,0,3,4,0,Orthodox,190.5,205,0.5,0.5,89,4,0,3,0,3,3,1,0,0,0,0,3,0,0,Orthodox,198.12,205,28,27
Demian Maia,Gilbert Burns,Osiris Maia,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,FALSE,Welterweight,0.0859375,0.064453125,821.1916504,30,0,3,0,4,10,3,0,0,0,4,2,4,0,Orthodox,177.8,170,0.00012207,0.078125075,817.9370818464085,85,2,5,0,7,22,9,0,1,1,8,1,11,0,Southpaw,185.42,170,33,42
Kevin Lee,Charles Oliveira,Mike Beltran,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,FALSE,Lightweight,0.7501223087310791,0.12500381469726562,224.33487272262573,45,0,2,0,6,16,9,0,0,0,1,2,13,0,Orthodox,177.8,155,0.5,0.000518799,674.8125,41,1,0,1,5,11,5,0,0,1,3,2,4,1,Orthodox,175.26,170,30,27
Francisco Trinaldo,John Makdessi,Osiris Maia,3/14/2020,"Brasilia, Distrito Federal, Brazil",Red,FALSE,Lightweight,0.133850098,0.109375,844.3488464355469,39,0,2,0,3,10,6,0,0,1,6,3,0,0,Orthodox,172.72,155,0.1259937286376953,0.06640625,847.9301700592041,50,0,1,0,7,14,6,0,0,1,7,3,2,1,Southpaw,175.26,155,34,41
Rani Yahya,Enrique Barzola,Julio Catarino,3/14/2020,"Brasilia, Distrito Federal, Brazil",Draw,FALSE,Bantamweight,0,0,900,27,1,1,0,4,6,3,0,0,1,5,0,0,0,Orthodox,170.18,145,0,1,628.4286499023438,39,0,1,0,4,11,5,0,0,1,4,0,6,0,Orthodox,167.64000000000001,135,30,35
Mayra Bueno Silva,Maryna Moroz,Camila Albuquerque,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,FALSE,WomenFlyweight,0,0.015625,887.34375,19,0,1,0,2,4,3,0,0,1,2,0,1,0,Orthodox,170.18,125,0,0,295,1,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,167.64000000000001,135,28,28
Veronica Macedo,Bea Malecki,Mike Beltran,3/14/2020,"Brasilia, Distrito Federal, Brazil",Blue,FALSE,WomenBantamweight,0,0,419,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,175.26,135,0,0,369.5,9,0,0,3,1,1,3,0,0,0,0,0,1,0,Southpaw,162.56,125,28,24
Beneil Dariush,Drakkar Klose,Jason Herzog,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,900,18,0,2,0,3,5,1,0,0,1,4,0,0,0,Orthodox,175.26,155,0.039093018,0.078186035,367.9031066894531,33,0,1,0,5,11,5,0,0,1,4,1,5,0,Southpaw,177.8,155,31,30
Neil Magny,Li Jingliang,Keith Peterson,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,1.791992188,0.384765625,853.2138672,29,0,1,0,4,9,3,0,0,1,2,6,0,0,Orthodox,182.88,170,0.250030518,1.0390625,768.1041202545166,52,0,1,0,7,14,6,0,0,1,7,5,1,0,Orthodox,190.5,170,31,32
Sean O'Malley,Jose Quinonez,Dan Miragliotta,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0.5625,0.15625,779.84375,18,1,0,1,4,5,2,0,0,0,4,0,1,0,Southpaw,172.72,135,0,0,900,6,0,2,0,2,2,0,0,0,0,2,0,0,0,Switch,180.34,135,29,25
Israel Adesanya,Yoel Romero,Dan Miragliotta,3/7/2020,"Las Vegas, Nevada, USA",Red,TRUE,Middleweight,1.180664063,0.5,1051.76416,38,2,8,0,8,9,3,0,0,1,1,7,0,0,Southpaw,182.88,185,2.203125,0,831.203125,21,2,7,0,7,7,0,0,0,1,3,3,0,0,Switch,193.04,185,42,30
Zhang Weili,Joanna Jedrzejczyk,Keith Peterson,3/7/2020,"Las Vegas, Nevada, USA",Red,TRUE,WomenStrawweight,0.000244141,0.03515625,1382.467285,50,9,8,0,8,10,3,0,0,1,7,2,0,0,Orthodox,167.64000000000001,115,0.5,0,386.125,8,1,4,0,4,4,0,0,0,0,2,1,1,0,Switch,162.56,115,32,30
Rodolfo Vieira,Saparbeg Safarov,Jason Herzog,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,0.25,627,6,0,0,2,1,1,2,0,0,0,1,0,0,0,Orthodox,185.42,185,0,0,566,2,0,1,0,1,1,0,0,0,0,0,0,1,0,Orthodox,182.88,185,33,30
Mark Madsen,Austin Hubbard,Chris Tognoni,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Lightweight,0,0,900,6,0,0,1,1,1,1,0,0,0,1,0,0,0,Orthodox,177.8,155,0,0,72,1,0,1,0,1,1,0,0,0,0,0,1,0,0,Orthodox,172.72,155,28,35
Batgerel Danaa,Guido Cannetti,Chris Tognoni,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Bantamweight,0,0.5625,538.625,11,0,0,1,1,2,3,0,0,0,2,0,0,0,Southpaw,167.64000000000001,135,0,0,900,3,0,0,1,0,0,1,0,0,0,0,0,0,0,Orthodox,170.18,135,40,30
Gerald Meerschaert,Deron Winn,Keith Peterson,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Middleweight,0,0,900,6,0,1,0,1,1,1,0,0,0,1,0,0,0,Orthodox,167.64000000000001,185,0.015625,0.03125,786.4140625,18,0,2,0,2,5,4,0,0,0,0,1,4,0,Southpaw,185.42,185,30,32
Alex Oliveira,Max Griffin,Mark Smith,3/7/2020,"Las Vegas, Nevada, USA",Red,FALSE,Welterweight,0.1875,0.5,892.125,22,0,0,1,1,3,5,0,1,0,1,1,0,0,Orthodox,180.34,170,0.041137695,0.03125,780.7167053222656,36,0,0,1,3,9,7,0,0,0,2,4,3,0,Orthodox,180.34,170,34,32
Marcin Tybura,Serghei Spivac,Bill Bookwalter,2/29/2020,"Norfolk, Virginia, USA",Red,FALSE,Heavyweight,0,0.5,272,3,0,0,1,1,1,1,0,0,0,0,0,1,0,Orthodox,190.5,260,0.00390625,0.875,386.0351563,25,0,0,1,3,4,5,0,0,0,2,2,0,0,Orthodox,190.5,249,25,34
